SourceOfWO,Title,RequestTypeName,TierCode,PriorityInterdepart,PriorityInternal,SLAWorkingDays,DueDate,MonitoringEmail,AssigneeEmail,AssignedHours,TenderOrProjectCode,IndicativeValue,ComplexityValue,Remark,ExtWoNo,ProjectCode,SourceDeptCode,EndUser,ReceivedDate,Status
CSI,Tender - JPPH - Portal,Tender / RFP,1,High,High,5,11-05-26,suhadi@10creativesolutions.com,,24,QT260000000002073,,,SEBUT HARGA PERKHIDMATAN PEMBANGUNAN SEMULA PORTAL RASMI JABATAN PENILAIAN DAN PERKHIDMATAN HARTA (JPPH),200-06052026-009,,CSI,JPPH,06-05-26,
CSI,Tender - JKPTG - Portal,Tender / RFP,1,High,High,5,11-05-26,suhadi@10creativesolutions.com,,24,QT260000000011426,,,PERKHIDMATAN PEMBANGUNAN SEMULA PORTAL RASMI JABATAN KETUA PENGARAH TANAH DAN GALIAN PERSEKUTUAN (JKPTG) (JKPTG SH05/2026),200-06052026-010,,CSI,JKPTG,05-06-26,
CSI,Tender - Hosp Pulau Pinang  - PABX,Tender / RFP,1,High,High,28,12-05-26,suhadi@10creativesolutions.com,,24,JKR/CKE/23352/2026,,,PENGGANTIAN SISTEM PABX DAN PEMULIHAN FASILITI HOSPITAL PULAU PINANG SERTA PEMASANGAN UTILITI ELEKTRIK BERKAITAN,200-09042026-006,,CSI,Hosp Pulau Pinang ,14-04-26,
CSI,Tender - HTAN - Network,Tender / RFP,1,High,High,19,12-05-26,suhadi@10creativesolutions.com,,24,QT260000000006775,,,"TENDER PENAIKTARAFAN RANGKAIAN BAGI MENYOKONG INTEGRASI BLOK TAMBAHAN HOSPITAL TUANKU AMPUAN NAJIHAH, KUALA PILAH, NEGERI SEMBILAN, KEMENTERIAN KESIHATAN MALAYSIA",,,CSI,HTAN,23-04-26,
CSI,Tender - PDRM - ICT,Tender / RFP,1,High,High,15,12-05-26,suhadi@10creativesolutions.com,,24,QT260000000000589,,,"PEROLEHAN PERALATAN ICT BAGI KEGUNAAN BAHAGIAN SIASATAN SEKSUAL, WANITA DAN KANAK-KANAK (D11) JABATAN SIASATAN JENAYAH POLIS DIRAJA MALAYSIA",200-17042026-006,,CSI,PDRM,27-04-26,
CSI,Tender - HSB - HIS,Tender / RFP,1,High,High,15,12-05-26,suhadi@10creativesolutions.com,,24,QT260000000008375,,,"TENDER PERKHIDMATAN SEWA MILIK RANGKAIAN DAN STORAN BAGI MENYOKONG HOSPITAL INFORMATION SYSTEM (HIS) DI HOSPITAL SULTANAH BAHIYAH, ALOR SETAR, KEDAH BAGI TEMPOH ENAM PULUH (60) BULAN",200-22042026-001,,CSI,HSB,27-04-26,
CSI,BIM - HUSM - BIM ICT HUSM – Resolve clashes between BIM ICT model and BIM MEP model.,BIM Postsales Total Solution,1,High,High,15,12-05-26,suhadi@10creativesolutions.com,,24,HUSM,,,"Review and resolve clashes identified in the BIM Coordination Report between ICT and Mechanical, Electrical & Plumbing (MEP) models for Level 1, Level 2, and Level 3 under Project HUSM.",,,CSI,HUSM,27-04-26,
CSI,Tender - JPM - Toner ,Tender / RFP,1,High,High,7,13-05-26,suhadi@10creativesolutions.com,,24,QT260000000012307,,,UKAS 02/2026 - SEBUT HARGA MEMBEKAL DAN MENGHANTAR TONER BAGI PENCETAK UNTUK KEGUNAAN UNIT KERJASAMA AWAM SWASTA JABATAN PERDANA MENTERI BAGI TEMPOH (36) BULAN,200-06052026-001,,CSI,JPM,06-05-26,
CSI,Tender - PDRM - AI,Tender / RFP,1,High,High,17,14-05-26,suhadi@10creativesolutions.com,,24,QT260000000009159,,,"PEROLEHAN SISTEM KECERDASAN BUATAN (AI) PELAPORAN NSRC BAGI JABATAN SIASATAN JENAYAH KOMERSIL (JSJK), POLIS DIRAJA MALAYSIA (PDRM)",200-27042026-001,,CSI,PDRM,27-04-26,
CSI,Tender - MPM - ICT,Tender / RFP,1,High,High,17,14-05-26,suhadi@10creativesolutions.com,,24,QT260000000010879,,,"TENDER PERKHIDMATAN SEWAAN PERALATAN ICT (KOMPUTER, PENCETAK DAN PENGIMBAS SECARA SEWA GUNA SELAMA 48 BULAN DI MAHKAMAH PERUSAHAAN MALAYSIA (MPM) KUALA LUMPUR DAN CAWANGAN",200-27042026-002,,CSI,MPM,27-04-26,
CSI,Tender - Kejora - Data Lake ,Tender / RFP,1,High,High,17,14-05-26,suhadi@10creativesolutions.com,,24,LKJT/TM/P/DATALAKE/2026/K002,,,CADANGAN PERKHIDMATAN PEMBANGUNAN DATA LAKE DAN PELAPORAN ANALITIK BERSEPADU UNTUK LEMBAGA KEMAJUAN JOHOR TENGGARA (KEJORA),200-27042026-006,,CSI,Kejora,27-04-26,
CSI,Tender - JKDM - Maintenance PABX,Tender / RFP,1,High,High,17,14-05-26,suhadi@10creativesolutions.com,,24,QT260000000002218,,,"PEMBEKALAN PERKHIDMATAN PENYELENGGARAAN SISTEM TELEFON PABX (PRIVATE AUTOMATIC BRANCH EXCHANGE) DI IBU PEJABAT JABATAN KASTAM DIRAJA MALAYSIA (JKDM), PUTRAJAYA BAGI TEMPOH 36 BULAN",200-27042026-004,,CSI,JKDM,27-04-26,
CSI,Tender - PETRA - SISTEM,Tender / RFP,1,High,High,8,14-05-26,suhadi@10creativesolutions.com,,24,QT260000000010579,,,PERKHIDMATAN PEMBANGUNAN INTEGRATED DECISION SUPPORT SYSTEM (i-DSS) BAGI MENYOKONG OPERASI PELAN PENGURUSAN PANTAI BERSEPADU (ISMP),200-07052026-001,,CSI,PETRA,06-05-26,
CSI,Tender - JKSM - Sistem,Tender / RFP,1,High,High,18,15-05-26,suhadi@10creativesolutions.com,,24,QT260000000007564,,,PERKHIDMATAN NAIK TARAF SISTEM E-SYARIAH JABATAN KEHAKIMAN SYARIAH MALAYSIA BAGI TEMPOH 30 BULAN,200-22042026-003,,CSI,JKSM,27-04-26,
CSI,"BIM Tender SMK Bandar Universiti, Seri Iskandar, Perak (42 Bilik Darjah)",BIM Presales Total Solution,1,High,High,11,15-05-26,suhadi@10creativesolutions.com,,24,,,,"BIM Tender SMK Bandar Universiti, Seri Iskandar, Perak (42 Bilik Darjah)",,,CSI,KEMENTERIAN PENDIDIKAN MALAYSIA,04-05-26,
CSI,BIM - Kementerian Pendidikan Malaysia - BIM Tender Tapak Arkeologi Sungai Batu,BIM Presales Total Solution,1,High,High,0,15-05-26,suhadi@10creativesolutions.com,,24,,,,"	
Development of BIM Model for the proposed upgrading works of Tapak Arkeologi Sungai Batu into Kompleks Arkeo-Pelancongan Tamadun Sungai Batu, Kedah (Design & Build).

Scope of work includes:

i) Architectural BIM Modeling
ii) Structural BIM Modeling
iii) Civil 3D (C3D) Modeling and Coordination


The BIM development covers preliminary LOD 200 modeling for tender submission purposes, including basic coordination, drawing extraction, BPEP and multidisciplinary BIM integration in accordance with JKR BIM requirements.",,,CSI,Kementerian Pendidikan Malaysia,15-05-26,
CSI,Tender - BAINUN - PABX,Tender / RFP,1,High,High,22,19-05-26,suhadi@10creativesolutions.com,,24,QT260000000008250,,,"TENDER PERKHIDMATAN PENYEWAAN DAN PENYELENGGARAAN PRIVATE AUTOMATIC BRANCH EXCHANGE (PABX) DI HOSPITAL RAJA PERMAISURI BAINUN, IPOH UNTUK TEMPOH ENAM PULUH (60) BULAN",200-17042026-007,,CSI,BAINUN,27-04-26,
CSI,Tender - PDRM - BIOFIS,Tender / RFP,1,High,High,13,19-05-26,suhadi@10creativesolutions.com,,24,QT260000000009884,,,"PERKHIDMATAN PENYELENGGARAAN BAGI PERKAKASAN SERTA APLIKASI UNTUK SISTEM BIOMETRIC FINGERPRINT IDENTIFICATION SYSTEM (BIOFIS), JABATAN SIASATAN JENAYAH PDRM",200-06052026-002,,CSI,PDRM,06-05-26,
CSI,Tender - NIH - SUPERMAP,Tender / RFP,1,High,High,7,19-05-26,suhadi@10creativesolutions.com,,24,QT260000000007222,,,"SEBUT HARGA PERKHIDMATAN LANGGANAN PERISIAN
SUPERMAP GIS UNTUK PENYELIDIKAN BIRTH COHORT BAGI TEMPOH 60 BULAN DI PUSAT PENYELIDIKAN KESIHATAN ALAM SEKITAR, INSTITUT PENYELIDIKAN PERUBATAN(IMR), INSTITUT KESIHATAN NEGARA(NIH), SETIA ALAM, SELANGOR",200-13052026-001,,CSI,NIH,12-05-26,
CSI,Tender - PERTANIAN - SIMS,Tender / RFP,1,High,High,5,19-05-26,suhadi@10creativesolutions.com,,24,QT260000000014343,,,"PERKHIDMATAN MENAIKTARAF SISTEM PINTAR SEDIA ADA (SIMS) KE BAHAGIAN KEJURUTERAAN PERTANIAN, SERDANG, SELANGOR",200-14052026-003,,CSI,PERTANIAN,14-05-26,
CSI,Tender - Consultant - UMPSA - BOSCH,Tender / RFP,1,High,High,49,20-05-26,suhadi@10creativesolutions.com,,24,UMPSA.Prebid,,,"UMPSA - PEMBINAAN AKADEMI KENDERAAN HIBRID DAN ELEKTRIK DAN MENAIK TARAF AKADEMI BOSCH REXROTH DI UMPSA, PEKAN PAHANG (REKA DAN BINA) 
NO. TENDER: JKR/CKUB/24639/2026",,,CSI,UMPSA,01-04-26,
CSI,Kajian Pasaran - Itramas - Cybersecurity,Leads / Opportunity,1,High,High,30,20-05-26,suhadi@10creativesolutions.com,,24,,,,Itramas - Cybersecurity Solution,,,CSI,Itramas,20-04-26,
CSI,*Tender - MET Kulim - NWP,Tender / RFP,1,High,High,23,20-05-26,suhadi@10creativesolutions.com,,24,QT260000000012763,,,"[FTA(CPTPP)] TENDER PROJEK PENINGKATAN SISTEM RAMALAN CUACA NUMERIKAL (NWP) UNTUK SKOP-SKOP MERANGKUMI PENGUBAHSUAIAN PUSAT DATA SEKTOR AWAM (PDSA) KULIM, SISTEM KESELAMATAN ICT SISTEM KOMPUTER BERPRESTASI TINGGI (HPC), PEMBEKALAN, PEMASANGAN DAN KONFIGURASI SISTEM HPC SERTA STORAN UNTUK PEMASANGAN DAN PENGOPERASIAN MODEL RAMALAN CUACA NUMERIKAL (NWP) DAN MARIN DI PDSA KULIM, KEDAH UNTUK TEMPOH KONTRAK 108 BULAN (maklumat lanjut sila layari laman sesawang https://myprocurement.treasury.gov.my/iklan/?search=meteorologi) [ Tawaran petender dibenarkan dalam BM/ENG]",200-27042026-007,,CSI,MET Kulim,27-01-00,
CSI,Tender - EKONOMI - AV,Tender / RFP,1,High,High,14,20-05-26,suhadi@10creativesolutions.com,,24,QT260000000004103,,,PEROLEHAN TENDER PERKHIDMATAN SEWAAN PERKAKASAN SIDANG VIDEO DAN PAPARAN BAGI TEMPOH 36 BULAN DI KEMENTERIAN EKONOMI,200-29042026-001,,CSI,EKONOMI,06-05-26,
CSI,Tender - JKR - BIM,Tender / RFP,1,High,High,14,20-05-26,suhadi@10creativesolutions.com,,24,QT260000000009512,,,"[FTA(CPTPP)]- TENDER PEMBEKALAN PERKAKASAN DAN PERISIAN BIM BAGI PROJEK PEMBANGUNAN 16 BIM LAB DI JKR NEGERI, JKR WILAYAH PERSEKUTUAN, JKR SABAH DAN JKR SARAWAK (Maklumat lanjut sila layari laman sesawang: www.kkr.gov.my)",200-06052026-005,,CSI,JKR,06-05-26,
CSI,Tender - POJ - RVT,Tender / RFP,1,High,High,15,21-05-26,suhadi@10creativesolutions.com,,24,QT260000000005455,,,PERKHIDMATAN PENYELENGGARAAN SISTEM RVT FASA 2 BAGI TEMPOH 12 BULAN DI MAHKAMAH DI SELURUH MALAYSIA,200-06052026-003,,CSI,POJ,06-05-26,
CSI,Tender - KBS - ICT,Tender / RFP,1,High,High,15,21-05-26,suhadi@10creativesolutions.com,,24,QT260000000012434,,,TENDER PERKHIDMATAN SEWAAN PERKAKASAN ICT DI JABATAN BELIA DAN SUKAN NEGERI (JBSN) SERTA AGENSI DI BAWAH KEMENTERIAN BELIA DAN SUKAN (KBS) BAGI TEMPOH 36 BULAN,200-06052026-004,,CSI,KBS,06-05-26,
CSI,Tender - JPNP - Telefon ,Tender / RFP,1,High,High,7,21-05-26,suhadi@10creativesolutions.com,,24,QT260000000013666,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH PERALATAN KOMUNIKASI (TELEFON PEJABAT) KE JABATAN PENDIDIKAN NEGERI PERLIS",200-14052026-002,,CSI,JPNP,14-05-26,
CSI,Tender - Istana Negara  - ICT,Tender / RFP,1,High,High,16,22-05-26,suhadi@10creativesolutions.com,,24,QT260000000010028,,,[HIJAU] PERKHIDMATAN SEWAAN PERALATAN ICT DI ISTANA NEGARA BAGI TEMPOH 36 BULAN,200-06052026-006,,CSI,Istana Negara ,06-05-26,
CSI,Tender - RISDA - ICT,Tender / RFP,1,High,High,4,22-05-26,suhadi@10creativesolutions.com,,24,RISDA-SH-09/2026,,,"MEMBEKAL, MENGUJI, MENTAULIAH DAN MENYENGGARA
SEPANJANG TEMPOH JAMINAN KOMPUTER BAGI KEGUNAAN
MAKMAL KOMPUTER RISDA DI IKPK PERAK DAN IKPK KELANTAN",200-11052026-001,,CSI,RISDA,18-05-26,
CSI,Tender - MPAJ - CCTV,Tender / RFP,1,High,High,7,25-05-26,suhadi@10creativesolutions.com,,24,MPAJ 2500/03/04/149/2026,,,"CADANGAN KERJA-KERJA MENAIKTARAF DAN MENYELENGGARA KAMERA LITAR TERTUTUP, PERKAKASAN DAN PERISIAN BAGI 3 TAHUN UNTUK MAJLIS PERBANDARAN AMPANG JAYA",,,CSI,MPAJ,18-05-26,
CSI,Tender - JLN - Sistem,Tender / RFP,1,High,High,7,25-05-26,suhadi@10creativesolutions.com,,24,QT260000000011234,,,PERKHIDMATAN PENYELENGGARAAN SISTEM TAMAN PERSEKUTUAN BUKIT KIARA DAN APLIKASI MOBIL eKIARA SECARA KOMPREHENSIF JABATAN LANDSKAP NEGARA,200-20052026-001,,CSI,JLN,19-05-26,
CSI,Tender - MYSA - Network,Tender / RFP,1,High,High,22,28-05-26,suhadi@10creativesolutions.com,,24,QT260000000013363,,,[HIJAU] PEROLEHAN PERALATAN SISTEM RANGKAIAN DI AGENSI ANGKASA MALAYSIA (MYSA),200-07052026-002,,CSI,MYSA,06-05-26,
CSI,Project - 10CS - Creating 3D model of 10CS Office (Level 4),Tender / RFP,1,High,High,126,29-05-26,suhadi@10creativesolutions.com,,,,,,Creating 3D model of 10CS Office (Level 4),,,CSI,10CS,23-01-26,
CSI,Project - 10CS - Creating 3D model of 10CS Office (Level 4),Tender / RFP,1,High,High,126,29-05-26,suhadi@10creativesolutions.com,,,,,,Creating 3D model of 10CS Office (Level 4),,,CSI,10CS,23-01-26,
CSI,Tender - HOSP Bentong - ICT,Tender / RFP,1,High,High,23,29-05-26,suhadi@10creativesolutions.com,,24,QT260000000010462,,,"TENDER PERKHIDMATAN SEWA GUNA UNTUK MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI DAN MENTAULIAH GUNA PERKAKASAN ICT DI HOSPITAL BENTONG, PAHANG, KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH KONTRAK 66 BULAN",200-29042026-002,,CSI,HOSP Bentong,06-05-26,
CSI,Tender - KPM - iGFMAS,Tender / RFP,1,High,High,23,29-05-26,suhadi@10creativesolutions.com,,24,QT260000000012107,,,[HIJAU] PERKHIDMATAN SEWAAN KOMPUTER DESKTOP SECARA SEWA MILIK (LEASE-TO-OWN) UNTUK KEGUNAAN iGFMAS DI PUSAT KIOS PEJABAT PENDIDIKAN DAERAH (PPD) KEMENTERIAN PENDIDIKAN BAGI TEMPOH 51 BULAN,200-06052026-007,,CSI,KPM,06-05-26,
CSI,Tender - POJ - PC (32 BULAN),Tender / RFP,1,High,High,11,29-05-26,suhadi@10creativesolutions.com,,24,QT260000000011503,,,"PERKHIDMATAN SEWAAN KOMPUTER DESKTOP, KOMPUTER LAPTOP, TABLET DAN PENCETAK MONOKROM BAGI TEMPOH 32 BULAN UNTUK KEGUNAAN MAHKAMAH DI SELURUH MALAYSIA",200-19052026-002,,CSI,POJ,18-05-26,
CSI,Tender - POJ - PC (28 BULAN),Tender / RFP,1,High,High,11,29-05-26,suhadi@10creativesolutions.com,,24,QT260000000011497,,,"PERKHIDMATAN SEWAAN KOMPUTER DESKTOP, KOMPUTER LAPTOP DAN PENCETAK MONOKROM BAGI TEMPOH 28 BULAN UNTUK KEGUNAAN MAHKAMAH DI SELURUH MALAYSIA.",200-19052026-001,,CSI,POJ,18-05-26,
CSI,Tender - HOSP Melaka - Network,Tender / RFP,1,High,High,28,03-06-26,suhadi@10creativesolutions.com,,24,QT260000000009832,,,TENDER PERKHIDMATAN NAIK TARAF RANGKAIAN HOSPITAL MELAKA BAGI TEMPOH DUA (2) TAHUN,200-06052026-008,,CSI,HOSP Melaka,06-05-26,
CSI,Tender - JKPTG - Sistem ,Tender / RFP,1,High,High,15,03-06-26,suhadi@10creativesolutions.com,,24,QT260000000009852,,,"TENDER PERKHIDMATAN SISTEM KESELAMATAN ICT (INTRUSION PREVENTION SYSTEM- IPS, FIREWALL DAN VIRTUAL PRIVATE NETWORK) UNTUK JABATAN KETUA PENGARAH TANAH DAN GALIAN PERSEKUTUAN (JKPTG)(T04/2026)",200-18052026-002,,CSI,JKPTG,19-05-26,
CSI,Tender - PSN - ICT,Tender / RFP,1,High,High,21,04-06-26,suhadi@10creativesolutions.com,,24,QT260000000012010,,,PERKHIDMATAN PENYEWAAN KOMPUTER SERTA KELENGKAPAN BAGI KAKITANGAN PUSAT SAINS NEGARA,200-13052026-003,,CSI,PSN,14-05-26,
CSI,Tender - JSM - Maintenance,Tender / RFP,1,High,High,18,04-06-26,suhadi@10creativesolutions.com,,24,QT260000000010340,,,TENDER PERKHIDMATAN PENYELENGGARAAN INFRASTRUKTUR PUSAT DATA DAN RANGKAIAN DI JABATAN STANDARD MALAYSIA (JSM) BAGI TEMPOH 24 BULAN,200-14052026-001,,CSI,JSM,17-05-26,
CSI,Tender - JKR - ILP LABUAN,Tender / RFP,1,High,High,18,04-06-26,suhadi@10creativesolutions.com,,24,JKR/CKE/24872/2025,,,NAIK TARAF INFRASTRUKTUR ICT DI INSTITUT LATIHAN PERINDUSTRIAN (ILP) LABUAN,200-13052026-002,,CSI,JKR,17-05-26,
CSI,Tender - KKM - myRADIA,Tender / RFP,1,High,High,18,04-06-26,suhadi@10creativesolutions.com,,24,QT260000000011797,,,"PEMBANGUNAN SISTEM MY MEDICAL RADIATION (myRADIA) UNTUK BAHAGIAN KAWALSELIA RADIASI PERUBATAN, KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH KONTRAK 36 BULAN ",200-21052026-002,,CSI,KKM,17-05-26,
CSI,*Tender - JPN - Inpres,Tender / RFP,1,High,High,70,05-06-26,suhadi@10creativesolutions.com,,24,QT260000000003140,,,PEMBANGUNAN SISTEM PENDAFTARAN PENDUDUK NEGARA BERSEPADU (INTEGRATED NATIONAL POPULATION REGISTRATION SYSTEM - INPReS) UNTUK JABATAN PENDAFTARAN NEGARA,,,CSI,JPN,27-03-26,
CSI,Tender - UITM - AV,Tender / RFP,1,High,High,32,08-06-26,suhadi@10creativesolutions.com,,24,UiTM/B1/PER/T/B/0426/0015,,,"MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJILARI PERISIAN ANTIVIRUS KE UNIVERSITI TEKNOLOGI MARA BAGI TEMPOH 3 TAHUN.",200-07052026-003,,CSI,UITM,07-05-26,
CSI,Tender - JPS  - VMWARE,Tender / RFP,1,High,High,20,08-06-26,suhadi@10creativesolutions.com,,24,QT260000000013289,,,"PEROLEHAN PERKHIDMATAN PEMBAHARUAN PERISIAN HYPERVISOR SERVER (VMWARE VSPHERE FOUNDATION 8) BAGI MENYOKONG SISTEM MAKLUMAT SUMBER AIR (SMSA), JABATAN PENGAIRAN DAN SALIRAN (JPS) MALAYSIA",200-18052026-003,,CSI,JPS,19-05-26,
CSI,Tender -  PDRM  - ICT,Tender / RFP,1,High,High,21,09-06-26,suhadi@10creativesolutions.com,,24,QT260000000013766,,,"PERKHIDMATAN SEWAAN 25 SET KOMPUTER DEKSTOP, 25 PENCETAK LASER JET (BLACK & WHITE), 24 UNIT PENCETAK BERWARNA DAN 24 UNIT LCD PROJEKTOR UNTUK POLIS DIRAJA MALAYSIA KONTINJEN TERENGGANU",200-18052026-005,,CSI, PDRM ,19-05-26,
CSI,Tender - UMT (PAKEJ A) - Network,Tender / RFP,1,High,High,19,09-06-26,suhadi@10creativesolutions.com,,24,UMT/T09/2026,,,"TENDER PENGGANTIAN PERALATAN USANG DAN PEROLEHAN BAHARU INFRASTRUKTUR ICT (RANGKAIAN) DI KAMPUS MENGABANG TELIPOT, KUALA NERUS, TERENGGANU BAGI UNIVERSITI MALAYSIA TERENGGANU (PAKEJ A)",,,CSI,UMT (PAKEJ A),21-05-26,
CSI,Tender - UMT (PAKEJ B) - Network,Tender / RFP,1,High,High,19,09-06-26,suhadi@10creativesolutions.com,,24,UMT/T10/2026,,,"TENDER PENGGANTIAN PERALATAN USANG DAN PEROLEHAN BAHARU INFRASTRUKTUR ICT (RANGKAIAN) DI KAMPUS MENGABANG TELIPOT, KUALA NERUS, TERENGGANU BAGI UNIVERSITI MALAYSIA TERENGGANU (PAKEJ B)",,,CSI,UMT (PAKEJ B),21-05-26,
CSI,Tender - KK - Wifi,Tender / RFP,1,High,High,7,09-06-26,suhadi@10creativesolutions.com,,24,QT260000000012849,,,TENDER PEROLEHAN PERKHIDMATAN PENYEWAAN RANGKAIAN INTERNET (Wi-Fi) UNTUK KEMENTERIAN KOMUNIKASI BAGI TEMPOH 48 BULAN,200-02062026-001,,CSI,KK,06-02-26,
CSI,"BIM - Pusat Darah Wilayah Sabah (PDWS) - Updated and coordinated ICT BIM models for Levels 6 and 7 with Architectural, MEP, Medical Equipment models, and Room Data Sheets (RDS).",BIM Postsales Total Solution,1,High,High,5,09-06-26,suhadi@10creativesolutions.com,,24,,,,"Develop ICT BIM models for Levels 6 and 7, review BIM models prepared by BIM Modelers, and update the Revit model to ensure accuracy and proper coordination with Architectural, MEP, and Medical Equipment models.",,,CSI,Pusat Darah Wilayah Sabah (PDWS),06-04-26,
CSI,BIM - BIMAGE CONSULTING (M) SDN. BHD. - BIMAGE  - Attended seminar and gained industry insights. ,BIM Postsales Total Solution,1,High,High,0,10-06-26,suhadi@10creativesolutions.com,,24,,,,"The seminar details are as follows:
Date: Wednesday, 10 June 2026
Time: 9:30 AM – 2:00PM (REGISTRATION STARTS AT 8:45 AM)
Venue: The Courtyard Room (Level 4), Hyatt Regency Kuala Lumpur at KL Midtown
Dress Code: Formal
Meals will be provided!",,,CSI,BIMAGE CONSULTING (M) SDN. BHD.,06-10-26,
CSI,Tender - MINDEF - Maintenance,Tender / RFP,1,High,High,23,11-06-26,suhadi@10creativesolutions.com,,24,QT250000000033196,,,"PEROLEHAN PERKHIDMATAN SOKONGAN DAN SENGGARAAN PERKAKASAN, PERISIAN DAN APLIKASI BAGI SISTEM (e-GERAK) BAGI TEMPOH TIGA (3) TAHUN",200-18052026-007,,CSI,MINDEF,19-05-26,
CSI,Tender - JPKK - HCI,Tender / RFP,1,High,High,21,11-06-26,suhadi@10creativesolutions.com,,24,QT260000000013747,,,TENDER PEROLEHAN MENAIK TARAF PELAYAN HYPER CONVERGED INFRASTUCTURE (HCI) DI PUSAT DATA JPPKK,200-21052026-003,,CSI,JPKK,21-05-26,
CSI,Tender - KETSA - Maintenance,Tender / RFP,1,High,High,21,11-06-26,suhadi@10creativesolutions.com,,24,QT260000000014488,,,"PEROLEHAN PERKHIDMATAN RELOKASI, REKONFIGURASI SERVER DAN PENYELENGGARAAN STORAN DAN SANDARAN",200-21052026-004,,CSI,KETSA,21-05-26,
CSI,Tender - JPN - SiREN,Tender / RFP,1,High,High,25,12-06-26,suhadi@10creativesolutions.com,,24,QT260000000001993,,,PERKHIDMATAN PENDIGITALAN REKOD SISTEM INFORMASI REKOD PENDUDUK NEGARA (SiREN) JABATAN PENDAFTARAN NEGARA (JPN),200-18052026-006,,CSI,JPN,18-05-26,
CSI,Tender - KDN - Network,Tender / RFP,1,High,High,24,12-06-26,suhadi@10creativesolutions.com,,24,QT260000000007498,,,"PERKHIDMATAN PENYELENGGARAAN PERALATAN RANGKAIAN DAN KESELAMATAN, RANGKAIAN SETEMPAT, SERTA RANGKAIAN TANPA WAYAR DI KEMENTERIAN DALAM NEGERI DAN AGENSI/JABATAN DIBAWAHNYA",200-18052026-004,,CSI,KDN,19-05-26,
CSI,Tender - UM - VDI,Tender / RFP,1,High,High,22,12-06-26,suhadi@10creativesolutions.com,,24,GB/J297/2026/01/3278,,,"UM.FC/FSD/PC/612/16/2026/10 - PEROLEHAN PEMASANGAN, PENGUJIAN DAN PENTAULIAHAN VIRTUAL DESKTOP INFRASTRUCTURE (VDI) BESERTA JAMINAN DAN SOKONGAN TEKNIKAL SELAMA 5 TAHUN OLEH JABATAN TEKNOLOGI DIGITAL (JTD), UNIVERSITI MALAYA",200-21052026-006,,CSI,UM,21-05-26,
CSI,Tender - KKM - MPIS,Tender / RFP,1,High,High,15,12-06-26,suhadi@10creativesolutions.com,,24,QT260000000009041,,,"PERKHIDMATAN SOKONGAN TEKNIKAL DAN PENYELENGGARAAN BAGI PERKAKASAN, PERISIAN DAN APLIKASI UNTUK SISTEM MEDICAL PROGRAMME INFORMATION SYSTEM (MPIS), KEMENTERIAN KESIHATAN MALAYSIA",200-28052026-002,,CSI,KKM,28-05-26,
CSI,Tender - IKN - THIS,Tender / RFP,1,High,High,10,13-06-26,suhadi@10creativesolutions.com,,24,QT260000000006856,,,[FTA(CPTPP)] TENDER NAIK TARAF INFRASTRUKTUR INFORMATION AND COMMUNICATION TECHNOLOGY (ICT) BAGI MENYOKONG KEPERLUAN TOTAL HOSPITAL INFORMATION SYSTEM (THIS) DI INSTITUT KANSER NEGARA (IKN),,,CSI,IKN,03-06-26,
CSI,Tender - KASTAM- MYGST,Tender / RFP,1,High,High,35,15-06-26,suhadi@10creativesolutions.com,,24,QT260000000011417,,,"[FTA(CPTPP)] PERKHIDMATAN PENYELENGGARAAN PERKAKASAN, APLIKASI DAN PEMBAHARUAN LESEN SISTEM MYGST BAGI TAHUN 2026 HINGGA 2028 [Maklumat Lanjut sila layari laman sesawang:http://www.customs.gov.my/en]",200-12052026-001,,CSI,KASTAM,11-05-26,
CSI,Tender - JKR - NETWORK,Tender / RFP,1,High,High,21,15-06-26,suhadi@10creativesolutions.com,,24,JKR/CKE/24871/2026,,,"NAIK TARAF INFRASTRUKTUR ICT DI INSTITUT LATIHAN PERINDUSTRIAN (ILP) PASIR GUDANG, JOHOR",200-22052026-002,,CSI,JKR,25-05-26,
CPO,BIM - Pusat Darah Wilayah Sabah (PDWS) - Attend the Pusat Darah Wilayah Sabah (PDWS) CCM Meeting to review BIM-related comments and coordinate with project stakeholders to ensure proper BIM model development and coordination for RDI purposes.,BIM Postsales Total Solution,1,High,High,0,15-06-26,suhadi@10creativesolutions.com,,24,Pusat Darah Wilayah Sabah (PDWS) ,,,Attend the Pusat Darah Wilayah Sabah (PDWS) CCM Meeting to review and address BIM-related comments and coordinate with the project stakeholders to ensure the BIM models are properly developed and coordinated for RDI purposes.,WO-400-20260612-002,,CPO,Pusat Darah Wilayah Sabah (PDWS),15-06-26,
CSI,Tender - MBS - APM,Tender / RFP,1,High,High,22,16-06-26,suhadi@10creativesolutions.com,,24,S0165/26,,,PEROLEHAN PEMBEKALAN LESEN DAN PEMASANGAN PERISIAN APPLICATION PERFORMANCE MONITORING (APM) MAJLIS BANDARAYA SEREMBAN,200-21052026-007,,CSI,MBS,25-05-26,
